"","MSA_STATE","CBSA_code","name_2017match","name_2010match","MSA","state","total_pop","urb_pop","urb_land","urb_landsqmi","state_dom","ratio","urb_den","Median","Under18","y18to24","y25to34","y35to44","y45to54","y55to64","y65to74","y75","total","pincom2019","gdp2017","white","black","native","asian","LND010190D","land","total_den"
"206","Michigan City-La Porte, IN","33140","Michigan City-La Porte, IN","Michigan City-La Porte, IN","Michigan City-La Porte","IN",109888,66025,100901039,38.96,"IN--MI",0.600839036109493,654.354015125652,39.6,0.227708649196623,0.083639103950048,0.129186216548395,0.13159948684364,0.152672988418097,0.132846492683933,0.0772515632429329,0.0650954991163304,111467,43910,4015,82.8,11,0.3,0.6,613.09,1594.034,68.9370490215391
"207","Midland, TX","33260","Midland, TX","Midland, TX","Midland","TX",182603,117807,136955728,52.88,"TX",0.645153694079506,860.183080476926,33.5,0.2741904845403,0.100166578993512,0.143900870886668,0.118819042609153,0.144178502542521,0.108320182360161,0.0560523700976094,0.0543719679700742,136872,128766,27819,82.1,6.5,0.6,1.9,1817.72,4726.072,38.6373715846902
"208","Milwaukee-Waukesha, WI","33340","Milwaukee-Waukesha-West Allis, WI","Milwaukee-Waukesha-West Allis, WI","Milwaukee-Waukesha","WI",1575179,1376476,1413150250,545.62,"WI",0.873853701706282,974.047876367003,36.9,0.24611737969083,0.0966027554328405,0.134555513565069,0.128960067047666,0.150054501937133,0.117846299395594,0.0623706543060387,0.0634928286248287,1555908,58457,105427,72.5,16.5,0.4,3.7,3322.54,8638.604,182.341845974188
"209","Minneapolis-St Paul-Bloomington, MN-WI","33460","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St Paul-Bloomington","MN-WI",3640043,2650890,2646456610,1021.8,"MN--WI",0.728257880470093,1001.67521733901,36,0.249949311443601,0.0910595143106372,0.145637902905422,0.138787859015993,0.154890203251202,0.113063378531773,0.0572239501218507,0.0493878804195214,3279833,64255,260106,78.7,8.5,0.6,6.6,7520.24,19552.624,186.166470546357
"210","Missoula, MT","33540","Missoula, MT","Missoula, MT","Missoula","MT",119600,82157,117074956,45.2,"MT",0.68693143812709,701.747007276262,34.3,0.19970905497763,0.149635403800584,0.15947995864555,0.115527131995718,0.134795377816814,0.126881307239773,0.0639255619905031,0.0500462035334267,109299,51090,5615,91.6,0.6,2,1.9,2618.39,6807.814,17.5680475406643
"211","Mobile, AL","33660","Mobile, AL","Mobile, AL","Mobile","AL",429536,326183,576933846,222.76,"AL",0.75938454518364,565.373313182253,36.6,0.250806311018131,0.0999462459321246,0.129859658298466,0.124498779637378,0.145220730667906,0.120559236014257,0.0726043119479312,0.056504726483806,412992,40025,19407,58.9,35.3,1,1.9,2732.76,7105.176,60.4539563833464
"212","Modesto, CA","33700","Modesto, CA","Modesto, CA","Modesto","CA",550660,358172,237964402,91.88,"CA",0.650441288635456,1505.1494971084,32.9,0.28604751065695,0.104647071744163,0.136443951148113,0.12970281055801,0.135207686610827,0.101369804433058,0.0576087611501925,0.0489724036986858,514453,45742,20659,76.6,3,0.8,5.5,1514.8,3938.48,139.815360240499
"213","Monroe, LA","33740","Monroe, LA","Monroe, LA","Monroe","LA",200261,116533,212228535,81.94,"LA",0.581905613174807,549.092043631173,34.9,0.258448999948991,0.109606043946702,0.132701582965411,0.121417357643632,0.135490050498467,0.113851089032594,0.069745694028032,0.0587391819361713,176441,41825,8028,59.2,37.5,0.2,0.8,2343.38,6092.788,32.8685324353974
"214","Monroe, MI","33780","Monroe, MI","Monroe, MI","Monroe","MI",150500,51240,83138329,32.1,"MI",0.34046511627907,616.322226057731,40.3,0.241262720282066,0.083955506147177,0.108649462903152,0.132817176574289,0.16599680307326,0.133178968695115,0.0734832687589215,0.0606560935660205,152021,48581,5049,94.2,2.4,0.2,0.6,680.1,1768.26,85.111917930621
"215","Montgomery, AL","33860","Montgomery, AL","Montgomery, AL","Montgomery","AL",373290,263907,397762819,153.58,"AL",0.706975809692196,663.478302631398,36,0.246221992011449,0.104481278168187,0.135914838626994,0.135407544268108,0.143884700002136,0.113786124698293,0.0681029326953884,0.0522005895294444,374536,44870,17557,50.2,44.7,0.2,2,2786.65,7245.29,51.5217472316498
"216","Morgantown, WV","34060","Morgantown, WV","Morgantown, WV","Morgantown","WV",139044,70350,97111353,37.49,"WV",0.505954949512385,724.426113185757,32.3,0.16809936087704,0.217348063742686,0.146196485980156,0.114957327556299,0.123607459775343,0.113507929287867,0.0644057081621167,0.0518776646184922,129709,44458,8146,90.1,4,0.2,2.7,1017.36,2645.136,52.5659172155987
"217","Morristown, TN","34100","Morristown, TN","Morristown, TN","Morristown","TN",142749,59036,154988875,59.84,"TN",0.413565068757049,380.904758486698,40.5,0.228002752401031,0.0871398453970485,0.111640606699461,0.13592176153666,0.14548196298899,0.131668716327009,0.0973076247364722,0.0628367299133286,136608,37452,4413,92.5,2.8,0.2,0.7,792.58,2060.708,69.271823082164
"218","Mount Vernon-Anacortes, WA","34580","Mount Vernon-Anacortes, WA","Mount Vernon-Anacortes, WA","Mount Vernon-Anacortes","WA",129205,79678,113850463,43.96,"WA",0.616678921094385,699.847834610914,40.1,0.237269142265678,0.08213787734921,0.12064909624383,0.118288124139229,0.141239168185045,0.138946630054491,0.0877580174677719,0.0737119442947451,116901,54505,6643,82.1,0.9,1.9,1.9,1920.49,4993.274,25.875808137106
"219","Muncie, IN","34620","Muncie, IN","Muncie, IN","Muncie","IN",114135,90580,120868107,46.67,"IN",0.793621588469795,749.41191889437,34.8,0.200329732899355,0.192477330863169,0.10910079798761,0.110163081812851,0.127261602263939,0.113842832983488,0.0783625532204196,0.0684620679691683,117671,38129,3961,88.4,7,0.1,1.4,395.95,1029.47,110.867728054241
"220","Muskegon, MI","34740","Muskegon, MI","Muskegon-Norton Shores, MI","Muskegon","MI",173566,161280,290837096,112.29,"MI",0.929214247029948,554.537238262068,38.2,0.24849002253351,0.0903779589750738,0.123620693660418,0.124451181266987,0.151532046367923,0.125908890282714,0.0711257462773248,0.064493460636049,172188,39637,5906,80.8,13.6,0.8,0.6,1459.29,3794.154,45.7456392123251
"221","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","Myrtle Beach-North Myrtle Beach-Conway, SC","Myrtle Beach-Conway-North Myrtle Beach","SC-NC",496901,215304,493060462,190.37,"SC--NC",0.433293553444247,436.668556076597,41.1,0.201425224014171,0.0968431919373466,0.125641035162705,0.12426334337204,0.1376837696024,0.143064565841413,0.105395278713362,0.0656835913565622,269291,40494,17216,82,12.3,0.6,1.1,2305.06,5993.156,82.9114076122831
"222","Napa, CA","34900","Napa, CA","Napa, CA","Napa","CA",137744,83913,66872371,25.82,"CA",0.609195318852364,1254.82316157147,39.7,0.230693707687348,0.0880909117552241,0.122761642390317,0.130791887693796,0.146039096157791,0.130733272764573,0.0770932856598576,0.0737961958910935,136484,75717,11446,73.4,2.1,0.9,8.1,788.34,2049.684,67.2025541498104
"223","Nashville-Davidson--Murfreesboro--Franklin, TN","34980","Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin","TN",1934317,4533451,8181501422,3158.89,"TN--MS--AR",2.34369599191859,554.109907969897,35.7,0.244012644550025,0.0983738947654431,0.147479706704807,0.143641182589969,0.147211771054648,0.11235623617081,0.0614132410527733,0.0455113231115254,1589934,60680,133251,77.6,15.3,0.2,2.8,5766.01,14991.626,129.026497859538
"224","New Bern, NC","35100","New Bern, NC","New Bern, NC","New Bern","NC",124284,50503,112434336,43.41,"NC",0.406351581860899,449.177731613944,38.2,0.226849734231321,0.112356271983092,0.126078453021246,0.109682812573934,0.136425292976451,0.127545306856359,0.0896673554044889,0.071394772953108,126802,45788,4988,70.6,22,0.8,2.3,1802.8,4687.28,26.5151644450513
"225","New Haven-Milford, CT","35300","New Haven-Milford, CT","New Haven-Milford, CT","New Haven-Milford","CT",854757,562839,792818068,306.11,"CT",0.658478374555575,709.922014542181,39.3,0.223743937519493,0.0993556929634066,0.125094350342096,0.132185553933612,0.153769897632053,0.122111082382487,0.0704181097003166,0.0733213755265358,862477,57748,45252,73.3,13.5,0.2,4,862.06,2241.356,381.357089190651
"226","New Orleans-Metairie, LA","35380","New Orleans-Metairie, LA","New Orleans-Metairie-Kenner, LA","New Orleans-Metairie","LA",1270530,899703,651105206,251.39,"LA",0.708132039385138,1381.80894839904,37.1,0.233624259696309,0.0988444582980808,0.142243638269376,0.128031862602375,0.150963722121936,0.124614219996506,0.067428864051298,0.0542489749641195,1167764,54363,79290,57.3,35.1,0.4,2.9,7355.2,19123.52,66.4380825287395
"227","New York-Newark-Jersey City, NY-NJ-PA","35620","New York-Newark-Jersey City, NY-NJ-PA","New York-Northern New Jersey-Long Island, NY-NJ-PA","New York-Newark-Jersey City","NY-NJ-PA",19216182,18365094,8955061063,3457.57,"NY--NJ--CT",0.955709828310327,2050.80611631782,37.6,0.228156592630121,0.0943107752619726,0.142317695262275,0.140784603613177,0.148394974067197,0.115144226558676,0.0681802174078585,0.0627109151987217,18897109,79844,1717712,57.5,17.3,0.3,11.2,9212.48,23952.448,802.263802013055
"228","North Port-Sarasota-Bradenton, FL","35840","North Port-Sarasota-Bradenton, FL","North Port-Bradenton-Sarasota, FL","North Port-Sarasota-Bradenton","FL",836995,812801,1154177484,445.63,"FL",0.97109421203233,704.225313062856,49.5,0.179440992992833,0.0641538073790975,0.091039057015639,0.106571301231274,0.136241760776669,0.14725587051337,0.138559921171155,0.136737288919962,702281,58081,31197,88.3,6.5,0.2,1.9,1618.11,4207.086,198.94886864685
"229","Norwich-New London, CT","35980","Norwich-New London, CT","Norwich-New London, CT","Norwich-New London","CT",265206,209190,393654664,151.99,"CT--RI",0.788783059206805,531.404855906902,40.4,0.217470945613107,0.0979183010709529,0.119100180620678,0.132174198609768,0.163332177847512,0.127715239641678,0.0743099012971849,0.0679790552991188,274055,59717,15754,80.7,5.8,0.6,4.1,771.71,2006.446,132.176993549789
"230","Ocala, FL","36100","Ocala, FL","Ocala, FL","Ocala","FL",365579,159848,296333386,114.42,"FL",0.437246121905252,539.419476683603,47.3,0.193725890286087,0.0716635778060839,0.0960162753774547,0.108225826899046,0.133991149961666,0.138850823126007,0.142149967702793,0.115376488840862,331298,38293,8654,81.9,12.9,0.3,1.4,1663.1,4324.06,84.5453115821705
"231","Odessa, TX","36220","Odessa, TX","Odessa, TX","Odessa","TX",166223,126405,152640583,58.93,"TX",0.760454329424929,828.12183703465,31.4,0.290293881718078,0.112098009188361,0.143761394297382,0.119558083570335,0.132728068256399,0.0998031065412382,0.0558156493837964,0.0459418070444104,137130,50161,9958,80.5,4.8,0.6,1.2,901.76,2344.576,70.8968274007752
"232","Ogden-Clearfield, UT","36260","Ogden-Clearfield, UT","Ogden-Clearfield, UT","Ogden-Clearfield","UT",683864,546026,563458377,217.55,"UT",0.798442380356328,969.061819450064,29.9,0.325300081873739,0.0987748179771338,0.156437322728735,0.122244071464078,0.118422687797889,0.0885826339951461,0.0488811807362788,0.0413572034270008,547184,46123,26476,90.1,1.2,0.6,1.4,8633.3,22446.58,30.4662892966323
"233","Oklahoma City, OK","36420","Oklahoma City, OK","Oklahoma City, OK","Oklahoma City","OK",1408950,861505,1063534320,410.63,"OK",0.611451790340324,810.039679772628,34.6,0.249778329703341,0.107807982046103,0.14716992275259,0.125888776180439,0.139093222834714,0.112636443953529,0.065260054573591,0.0523652679556931,1252987,48860,74884,73.7,10.2,3.6,3.2,5582.24,14513.824,97.0764148717802
"234","Olympia-Lacey-Tumwater, WA","36500","Olympia-Tumwater, WA","Olympia, WA","Olympia-Lacey-Tumwater","WA",290536,176617,273453845,105.58,"WA",0.607900569981001,645.874992176468,38.5,0.230401484159452,0.0911267560967875,0.134838898931278,0.13084308502204,0.146842197063394,0.136067770272413,0.0724796245203438,0.0574001839342911,252264,52828,12426,81.5,3.2,1.4,5.7,773.68,2011.568,144.432601831009
"235","Omaha-Council Bluffs, NE-IA","36540","Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs","NE-IA",949442,725008,702425101,271.21,"NE--IA",0.763614839031768,1032.14990319658,34.6,0.262544635118738,0.0952782111284451,0.146907031836829,0.130698561275784,0.142420985728318,0.111099555093315,0.05910209741723,0.0519489224013405,865350,58947,65053,84,7.7,0.5,2.9,4406.61,11457.186,82.8686904445821
"236","Orlando-Kissimmee-Sanford, FL","36740","Orlando-Kissimmee-Sanford, FL","Orlando-Kissimmee-Sanford, FL","Orlando-Kissimmee-Sanford","FL",2608147,1824587,1957924930,755.96,"FL",0.699572148349,931.898344028951,36.3,0.234015379418491,0.110448737380008,0.138744599798258,0.139671787673508,0.144300230836516,0.109564184217566,0.0685758272422696,0.0546792534333828,2134411,45156,132448,69.7,16.6,0.3,4.3,4012.21,10431.746,250.020178788862
"237","Oshkosh-Neenah, WI","36780","Oshkosh-Neenah, WI","Oshkosh-Neenah, WI","Oshkosh-Neenah","WI",171907,74495,79786869,30.81,"WI",0.433344773627601,933.674938416245,37.9,0.216367055103776,0.118986310885421,0.131262201037163,0.128321975639843,0.153059391355378,0.118249757476317,0.0668227600991652,0.0669305484029366,166994,49276,10511,91.8,2.3,0.6,2.8,578.75,1504.75,114.242897491278
"238","Owensboro, KY","36980","Owensboro, KY","Owensboro, KY","Owensboro","KY",119440,70543,87585926,33.82,"KY",0.590614534494307,805.414787759394,39.1,0.2444837562744,0.0837806748466258,0.121575223089794,0.126612172336866,0.149714166201896,0.126342024539877,0.0788482989403235,0.0686436837702175,114752,41858,5635,91.2,3.9,0.2,1.6,931.42,2421.692,49.3208880402628
"239","Oxnard-Thousand Oaks-Ventura, CA","37100","Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura","CA",846006,582071,440320995,170,"CA",0.688022307170398,1321.92424755944,36.2,0.25739143320078,0.0988330147039176,0.128091454334777,0.134921136183103,0.150250571468133,0.113535717669236,0.0624254540772824,0.0545512183627711,823318,64715,50848,80.1,1.8,0.8,7.3,2208.36,5741.736,147.343242531527
"240","Palm Bay-Melbourne-Titusville, FL","37340","Palm Bay-Melbourne-Titusville, FL","Palm Bay-Melbourne-Titusville, FL","Palm Bay-Melbourne-Titusville","FL",601942,507177,678699723,262.05,"FL",0.842567888600563,747.277452476579,45.5,0.198179529460263,0.0787318541856836,0.100841774388269,0.114373840581844,0.166739053620329,0.137385530461412,0.106162215482465,0.0975862018197344,543376,47911,21849,82.5,9.6,0.3,2.4,1557.25,4048.85,148.669869222125
"241","Panama City, FL","37460","Panama City, FL","Panama City-Lynn Haven-Panama City Beach, FL","Panama City","FL",174705,149097,255813403,98.77,"FL",0.853421481926676,582.834981480622,39.5,0.21957690758771,0.0952135598038519,0.131179968256224,0.12781015327032,0.156989552981309,0.123782957856584,0.0810058512780423,0.0644410489659584,168852,45690,8447,81.1,11,0.3,2.3,1033.35,2686.71,65.0256261375437
"242","Pensacola-Ferry Pass-Brent, FL","37860","Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent","FL",502629,340067,602495263,232.62,"FL--AL",0.676576560445179,564.430993708908,38.2,0.223530093030818,0.11438091186683,0.126298745409151,0.122285301932555,0.151515286497948,0.123035873770298,0.0791263076542737,0.0598274798381259,448991,44947,18016,74.3,16.3,0.5,2.6,2049.25,5328.05,94.3363894858344
"243","Peoria, IL","37900","Peoria, IL","Peoria, IL","Peoria","IL",400561,266921,371693706,143.51,"IL",0.666367918993611,718.120849751489,38.6,0.239650198055835,0.0892517128796949,0.127594373209981,0.124155427679292,0.143425653900724,0.126956163993396,0.07601019024964,0.0729562800314358,379186,49097,18983,85.4,8.8,0.2,2.3,3401.05,8842.73,45.2983411231599
"244","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia-Camden-Wilmington","PA-NJ-DE-MD",6102434,5444205,5134859220,1982.58,"PA--NJ--DE--MD",0.892136645803953,1060.24425729047,38.1,0.233160440229506,0.1005124097642,0.12930304259118,0.132237492462713,0.153074181987524,0.118864413999329,0.0678505829421711,0.064997436023377,5965343,66596,444975,66.6,21,0.2,5.9,4870.96,12664.496,481.853679767438
"245","Phoenix-Mesa-Chandler, AZ","38060","Phoenix-Mesa-Scottsdale, AZ","Phoenix-Mesa-Glendale, AZ","Phoenix-Mesa-Chandler","AZ",4948203,3629114,2969602180,1146.57,"AZ",0.733420597336043,1222.08759962589,34.7,0.264152360891195,0.0973827818398159,0.142591965869817,0.137126757768573,0.130781726290263,0.105206031071193,0.068841111148476,0.0539172651206675,4192887,48065,242951,77.8,5.5,2.3,4,14599.35,37958.31,130.358885840808
"246","Pittsburgh, PA","38300","Pittsburgh, PA","Pittsburgh, PA","Pittsburgh","PA",2317600,1733853,2344389921,905.17,"PA",0.748124352778737,739.575351552623,42.6,0.201576210008552,0.091294134622934,0.115869684694339,0.122928677982502,0.157756383459556,0.137810578941002,0.0828673101938008,0.0898970200973142,2356285,60227,147367,86.6,8.1,0.1,2.3,5343.45,13892.97,166.818182145358
"247","Pittsfield, MA","38340","Pittsfield, MA","Pittsfield, MA","Pittsfield","MA",124944,59124,86766391,33.5,"MA",0.473203995389935,681.415918290297,44.7,0.195276598663303,0.0940869843543999,0.0983089339196305,0.116690418308324,0.161257135018557,0.14853794038973,0.0904289775108788,0.0954130118351763,131219,58299,7119,90.6,2.8,0.3,1.8,946.34,2460.484,50.780252990875
"248","Portland-South Portland, ME","38860","Portland-South Portland, ME","Portland-South Portland-Biddeford, ME","Portland-South Portland","ME",538500,203914,351999048,135.91,"ME",0.378670380687094,579.302703114129,42,0.21086835583877,0.0836241339199919,0.114044403985232,0.135732875833012,0.167440838128139,0.139877999914413,0.0782574528591825,0.0701539395212586,514098,60000,32143,93.5,2.1,0.3,1.7,2858.74,7432.724,72.4498851295972
"249","Portland-Vancouver-Hillsboro, OR-WA","38900","Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Hillsboro","OR-WA",2492412,1849898,1358145997,524.38,"OR--WA",0.742211961746292,1362.07595066085,36.7,0.236851243638278,0.0872310040076208,0.150749615118358,0.145516482637761,0.143405529806932,0.122941102214771,0.0621178979959201,0.0511871245803588,2226009,59921,171772,81.1,2.8,0.8,6.7,6818.25,17727.45,140.59619403806
"250","Prescott Valley-Prescott, AZ","39140","Prescott, AZ","Prescott, AZ","Prescott Valley-Prescott","AZ",235099,84744,132047936,50.98,"AZ",0.360460912211451,641.76694136287,49.2,0.190818497580947,0.0707946150602039,0.0879104215928315,0.0969421843977008,0.141257528443419,0.171712480986386,0.137063871527202,0.10350040041131,211033,41393,6111,91.3,0.7,1.7,1,8128.33,21133.658,11.1243874581485
"251","Providence-Warwick, RI-MA","39300","Providence-Warwick, RI-MA","Providence-New Bedford-Fall River, RI-MA","Providence-Warwick","RI-MA",1624578,1190956,1411660749,545.05,"RI--MA",0.733086376892953,843.655956888832,39.6,0.216362911749493,0.107562098182718,0.119706881085822,0.133870588911405,0.155415366317436,0.12355858005612,0.0706086508933993,0.0729149228036071,1600852,56138,82929,81.7,5.9,0.4,3,2236.38,5814.588,279.396923737331
"252","Provo-Orem, UT","39340","Provo-Orem, UT","Provo-Orem, UT","Provo-Orem","UT",648252,482819,437635308,168.97,"UT",0.744801404392119,1103.24507911962,24.6,0.352715400239175,0.156339097587365,0.169776579791576,0.109327841157153,0.0842694709667622,0.0620831039653765,0.0362066020007213,0.0292819042918699,526810,42923,25625,91.7,0.6,0.5,1.5,5547.52,14423.552,44.9439916048419
"253","Pueblo, CO","39380","Pueblo, CO","Pueblo, CO","Pueblo","CO",168424,136550,192206845,74.21,"CO",0.810751436849855,710.432555094487,38.7,0.244651490290011,0.0939313353828357,0.119084890892288,0.118776836850808,0.140529224269629,0.129967371418872,0.0789875709624488,0.0740712799331083,159063,40680,5236,80.4,2.1,4,0.9,2397.86,6234.436,27.0151141177807
"254","Racine, WI","39540","Racine, WI","Racine, WI","Racine","WI",196311,133700,127971275,49.41,"WI",0.68106219213391,1044.76571011737,39,0.248249815770081,0.0812556292475231,0.12177597641857,0.131703922050274,0.162623843445509,0.122671538524523,0.0685847048227299,0.0631345697207893,195408,50845,8080,80.9,11.4,0.5,1.3,791.98,2059.148,95.3360321841849
"255","Raleigh-Cary, NC","39580","Raleigh, NC","Raleigh-Cary, NC","Raleigh-Cary","NC",1390785,884891,1341975559,518.14,"NC",0.636252907530639,659.394274407944,34.9,0.262226998911976,0.0926244371909526,0.146438270130651,0.161542340047236,0.145737688966731,0.10165857283125,0.0526691965430919,0.0371024953781104,1130490,57851,83288,67.2,20,0.4,5.7,2147.54,5583.604,249.083745910347
"256","Rapid City, SD","39660","Rapid City, SD","Rapid City, SD","Rapid City","SD",142107,81251,109435414,42.25,"SD",0.571759308126975,742.456185161414,36.6,0.24728204965897,0.0970312228007153,0.136823281796458,0.115412004874112,0.146579417955089,0.125089015840863,0.0697725941985409,0.0620104128752512,126382,51335,6881,84.4,1.3,7.7,1.3,6267.13,16294.538,8.72114324444179
"257","Reading, PA","39740","Reading, PA","Reading, PA","Reading","PA",421164,266254,268950136,103.84,"PA",0.632186036793268,989.975331337999,39.1,0.238517215063119,0.0998439634261937,0.112183491233272,0.13100996009158,0.152405442322369,0.121285624705305,0.0718837649048955,0.0728705382532654,411442,51299,18679,82.4,5.4,0.6,1.4,865.68,2250.768,187.120129662409
"258","Redding, CA","39820","Redding, CA","Redding, CA","Redding","CA",180080,117731,184041834,71.06,"CA",0.653770546423812,639.696950640038,41.8,0.223740710855814,0.0902196667475441,0.112609537136828,0.110408919835462,0.150008746043121,0.143920371509341,0.0933908127048972,0.075701235166993,177223,48438,7037,86.6,1.2,2.7,3.2,3847.61,10003.786,18.0011847514531
"259","Reno, NV","39900","Reno, NV","Reno-Sparks, NV","Reno","NV",475642,392141,425749210,164.38,"NV--CA",0.82444569655329,921.061016178985,37.1,0.235141049840509,0.105644579318645,0.13344083569768,0.131054941386922,0.146021433088005,0.12736444476831,0.0728109125869441,0.0485218033129847,425417,63328,26631,77.6,2.3,1.6,5.3,6815.29,17719.754,26.8424719665973
"260","Richmond, VA","40060","Richmond, VA","Richmond, VA","Richmond","VA",1291900,953556,1274710664,492.17,"VA",0.738103568387646,748.056815503349,38,0.233314338713023,0.0979796558874183,0.131347402068427,0.137488466132751,0.154465206067788,0.12391963129773,0.0672075762308156,0.0542777236020476,1258251,58628,82739,61.1,29.7,0.3,3.8,4492.24,11679.824,110.609543431476
"261","Riverside-San Bernardino-Ontario, CA","40140","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario","CA",4650631,1932666,1411456231,544.97,"CA",0.415570704276473,1369.27093986523,32.7,0.287512151316106,0.108556017715181,0.133618913424402,0.134029342099875,0.134923574819562,0.0972299378131915,0.0577755286517797,0.0463545341599029,4224851,42242,157931,60.5,7.4,0.8,6.8,27410.2,71266.52,65.2568835969541
"262","Roanoke, VA","40220","Roanoke, VA","Roanoke, VA","Roanoke","VA",313222,210111,321615840,124.18,"VA",0.670805371270217,653.298046514127,42,0.215074488106846,0.083383272812084,0.112439951151091,0.130162257415608,0.154651498022397,0.141752535575805,0.0867003339736384,0.0758356629425313,308707,48374,15324,80.9,13.2,0.2,2.2,1938.9,5041.14,62.1331682912992
"263","Rochester, MN","40340","Rochester, MN","Rochester, MN","Rochester","MN",221921,107677,131004305,50.58,"MN",0.485204194285354,821.93482114958,37.1,0.254377429291816,0.0760116337205864,0.144233405551285,0.127008617769917,0.154179053926918,0.113633064711227,0.0690604319099408,0.0614963631183102,186011,56050,12568,87.4,4.5,0.3,4.3,2506.21,6516.146,34.0570944849916
"264","Rochester, NY","40380","Rochester, NY","Rochester, NY","Rochester","NY",1069644,720572,840370707,324.47,"NY",0.673655907946943,857.445403555695,39.4,0.225789440237954,0.1082059293025,0.116360925446946,0.125919665984712,0.155755873674386,0.126899441632213,0.0724028594652682,0.0686658642560202,1054323,53230,56550,81,11.5,0.4,2.9,5242.46,13630.396,78.47490271009
"265","Rockford, IL","40420","Rockford, IL","Rockford, IL","Rockford","IL",336116,296863,396304044,153.01,"IL",0.883215913553654,749.078906699221,38.1,0.255455297326225,0.08433424624604,0.121523276412224,0.133937744504638,0.149173942781264,0.120845030921698,0.0723633564280216,0.062367105379889,349431,44783,15333,80.2,11.3,0.3,2.4,801.29,2083.354,161.334079565931
"266","Rocky Mount, NC","40580","Rocky Mount, NC","Rocky Mount, NC","Rocky Mount","NC",145770,68243,119048629,45.96,"NC",0.468155313164574,573.236336892212,39.8,0.241574360858838,0.0840857787810384,0.114901044674261,0.128523807023991,0.153393878943777,0.13645729434616,0.0789542758150034,0.0621095595569321,152392,41444,5897,47.5,45.9,0.5,0.6,1049.33,2728.258,53.4296976312358
"267","Sacramento-Roseville-Folsom, CA","40900","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Arden-Arcade--Roseville, CA","Sacramento-Roseville-Folsom","CA",2363730,1723634,1219827292,470.98,"CA",0.729200881657381,1413.01478603087,36,0.248912232734501,0.103273096471265,0.135511302961621,0.131921473230758,0.144733652315568,0.115409652384433,0.064347988741475,0.0558906011603781,2149127,58843,126352,65,7.1,0.6,13.3,5310.05,13806.13,171.208731194042
"268","Saginaw, MI","40980","Saginaw, MI","Saginaw-Saginaw Township North, MI","Saginaw","MI",190539,126265,184448895,71.22,"MI",0.662672733666074,684.55275918026,39.5,0.234007263862037,0.106000429636957,0.109607381762411,0.119588947339498,0.147470387522543,0.130449769944397,0.0800873262093531,0.0727884937228042,200169,40533,8163,75.2,18.6,0.3,1.2,815.82,2121.132,89.8289215381221
"269","Salem, OR","41420","Salem, OR","Salem, OR","Salem","OR",433903,236632,196635313,75.92,"OR",0.545356911567793,1203.40541273988,35.4,0.260312536789358,0.10156677876224,0.132541498395344,0.123422856236148,0.130337975830352,0.119502070441063,0.0697628590001484,0.0625534245453475,390738,44709,17333,82.6,1.2,1.1,2,1939.41,5042.466,86.0497621600225
"270","Salinas, CA","41500","Salinas, CA","Salinas, CA","Salinas","CA",434061,184809,126771595,48.95,"CA",0.425767346064263,1457.81079744244,32.9,0.267464468735619,0.111437706146385,0.149562590198455,0.132078244674828,0.128305268914872,0.104125457467288,0.0552237403537345,0.0518025235088193,415057,59838,24096,53.3,2.6,0.7,5.6,3771.11,9804.886,44.2698670846352
"271","Salisbury, MD-DE","41540","Salisbury, MD-DE","Salisbury, MD","Salisbury","MD-DE",415726,98081,183109755,70.7,"MD--DE",0.235927028860355,535.640496051125,35.8,0.212135491961055,0.156481873437537,0.122377259330847,0.117137768264339,0.142025350830252,0.118000367403337,0.071044623531385,0.0607972652412482,125203,49473,19660,76.4,17.6,0.3,1.7,2901.1,7542.86,55.1151685169816
"272","Salt Lake City, UT","41620","Salt Lake City, UT","Salt Lake City, UT","Salt Lake City","UT",1232696,1021243,719719000,277.89,"UT",0.828462978706834,1418.94683897466,30.9,0.294315853893935,0.103549466863904,0.169343095560654,0.13221526120422,0.121406657374108,0.0933181639872727,0.0480378439010245,0.0378136572148832,1124197,54450,87801,79.7,1.8,0.8,3.9,8095.56,21048.456,58.5646757177819
